"JP-8 Saw"
"Syn Saw Wave"
"MG Saw 1"
"GR-300 Saw"
"P5 Saw"
"MG Saw 2"
"Calc. Saw"
"Calc. Saw inv"
"Digital Saw"
"JD Fat Saw"
"Unison Saw"
"DistSaw Wave"
"JP-8 P1s 05"
"Pulse Wave"
"Ramp Wave 1"
"Ramp Wave 2"
"Sine"
"PWM Wave 1"
"PWM Wave 2"
"PWM Wave 3"
"PWM Wave 4"
"Hollo Wave1"
"Hollo Wave2"
"Hollo Wave2+"
"SynStrings 1"
"SynStrings 2"
"SynStrings 3"
"SynStrings 4"
"SynStrings 5"
"SynStrings5+"
"SynStrings 6"
"SynStrings 7"
"SynStrings 8"
"SynStrings 9"
"FM Brass"
"Lead Wave 1"
"Lead Wave 2"
"Lead Wave 3"
"Lead Wave 4"
"Lead Wave 5"
"SqrLeadWave"
"SqrLeadWave+"
"SBF Lead 1"
"SBF Lead 2"
"Sync Sweep"
"Saw Sync"
"Unison Sync"
"Unison Sync+"
"Sync Wave"
"X-Mod Wave 1"
"X-Mod Wave 2"
"X-Mod Wave 3"
"X-Mod Wave 4"
"X-Mod Wave 5"
"X-Mod Wave 6"
"X-Mod Wave 7"
"FeedbackWave"
"SubOSC Wave1"
"SubOSC Wave2"
"SubOSC Wave3"
"Saw+Sub Wave"
"DipthongWave"
"DipthongWv +"
"Heaven Wave"
"Fanta Synth"
"Syn Vox 1"
"Syn Vox 2"
"Org Vox"
"ZZZ Vox"
"Male Ooh"
"Doo"
"MMM Vox"
"Digital Vox"
"Spark Vox 1"
"Spark Vox 2"
"Aah Formant"
"Eeh Formant"
"Iih Formant"
"Ooh Formant"
"Uuh Formant"
"SBF Formant"
"SBF Digi Vox"
"VP-330 Choir"
"FM Syn Vox"
"Fine Wine"
"Digi Loop"
"Vib Wave"
"Bell Wave 1"
"Bell Wave 1+"
"Bell Wave 2"
"Bell Wave 3"
"Bell Wave 4"
"Digi Wave 1"
"Digi Wave 2"
"Digi Wave 3"
"DIGI Bell"
"DIGI Bell +"
"Digi Chime"
"Org Bell"
"FM Bell"
"Hooky"
"Klack Wave"
"Syn Sax"
"Can Wave 1"
"Can Wave 2"
"MIDI Clav"
"Huge MIDI"
"Huge MIDI +"
"Pulse Clav"
"Pulse Clav+"
"Cello Wave"
"Cutters"
"5th Wave"
"Nasty"
"Wave Table"
"Bagpipe Wave"
"Wally Wave"
"Brusky Wave"
"Wave Scan"
"Wire String"
"Synth Piano"
"EP Hard"
"Vint. EP mp"
"Vint. EP f"
"Vint. EP ff"
"Stage EP p"
"Stage EP f"
"SA EP 1"
"SA EP 2"
